date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:17:31	22668/22668	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/team.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/team.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:31	19121/19121	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/testimonials.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/testimonials.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:32	1724/1724	---M-Z	200	added ('OK')	text/html	date:Fri,%2017%20Jan%202020%2003:04:34%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/maintenance.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/maintenance.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:32	2098/2098	---M-Z	200	added ('OK')	text/html	date:Thu,%2026%20Jul%202018%2010:50:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/coming-soon.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/coming-soon.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:33	13881/13881	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/page-404.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/page-404.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:33	18444/18444	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/services.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/services.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:34	23865/23865	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:47:34%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/manufacturing.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/manufacturing.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:35	23526/23526	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:56:36%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/cnc-industry.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/cnc-industry.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:35	20883/20883	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2020:00:08%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/chemical-industry.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/chemical-industry.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:36	19190/19190	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2020:01:36%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/energy-engineering.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/energy-engineering.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:37	19047/19047	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2020:02:52%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/oil-industry.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/oil-industry.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:37	23233/23233	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2020:03:34%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/material-engineering.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/material-engineering.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:38	22035/22035	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-2.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-2.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:39	23023/23023	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-3.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-3.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:39	24136/24136	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-4.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-4.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:40	26379/26379	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-5.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/portfolio-5.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:41	19124/19124	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:52%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/blog.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/blog.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:41	22576/22576	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:39:54%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/blog-left-sidebar.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/blog-left-sidebar.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:42	22567/22567	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:43:12%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/blog-right-sidebar.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/blog-right-sidebar.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:43	30490/30490	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/shop.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/shop.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:43	25616/25616	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/shop-detail.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/shop-detail.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:44	19149/19149	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:52%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/cart.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/cart.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:45	20737/20737	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:52%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/checkout.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/checkout.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:45	16792/16792	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:52%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/contact.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/contact.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:46	16840/16840	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:58%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/request-quote.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/request-quote.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:47	1269/1269	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/team-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/team-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:47	1563/1563	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/delivery-time-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/delivery-time-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:48	1040/1040	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/quality-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/quality-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:50	40843/40843	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/whoweare-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/whoweare-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:57	39691/39691	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-energyengineering-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-energyengineering-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:58	38067/38067	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-oilindustry-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-oilindustry-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:58	80318/80318	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-manufacturing-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-manufacturing-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:58	63773/63773	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-cncindustry-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-cncindustry-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:17:59	19597/19597	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20Apr%202020%2019:29:52%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/agriculture.html	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/agriculture.html	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:00	25152/25152	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-materialengineering-img.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home2-images/home2-materialengineering-img.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:02	41438/41438	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img1.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img1.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:07	48585/48585	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img3.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img3.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:09	37751/37751	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img6.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img6.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:09	44580/44580	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img5.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img5.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:10	61394/61394	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img4.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-images/home3-project-img4.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:10	16784/16784	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img1.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img1.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:11	16380/16380	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img2.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img2.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:11	13596/13596	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img3.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img3.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:12	14368/14368	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img4.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img4.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:13	16974/16974	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img5.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img5.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:13	2852/2852	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo1.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo1.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:13	2755/2755	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo2.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo2.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:13	17330/17330	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img6.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/home3-client-img6.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:14	2212/2212	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo3.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo3.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:15	2620/2620	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo4.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo4.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:15	2365/2365	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo5.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo5.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:15	2420/2420	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo6.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/client-logo6.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:16	1254/1254	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/ftr-logo.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/ftr-logo.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:19	2410/2410	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/js/responsive_bootstrap_carousel.js	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/js/responsive_bootstrap_carousel.js	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:20	11576/11576	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/js/jquery.touchSwipe.min.js	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/js/jquery.touchSwipe.min.js	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:20	37051/37051	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/js/bootstrap.min.js	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/js/bootstrap.min.js	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:21	9415/9415	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/js/custom.js	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/js/custom.js	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:21	8944/8944	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/js/theme.js	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/js/theme.js	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:24	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.eot	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/bootstrap.min.css)
14:18:24	18028/18028	---M--	200	added ('OK')	font/woff2	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.woff2	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.woff2	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/bootstrap.min.css)
14:18:25	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.eot?	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regulard41d.eot	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/bootstrap.min.css)
14:18:27	109025/109025	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.svg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.svg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/bootstrap.min.css)
14:18:28	97163/97163	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/js/jquery.min.js	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/js/jquery.min.js	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/index3.html)
14:18:28	26715/26715	---M--	200	added ('OK')	text/css	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/css/font-awesome.min.css	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:29	23424/23424	---M--	200	added ('OK')	font/woff	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.woff	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.woff	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/bootstrap.min.css)
14:18:30	340/340	---M--	200	added ('OK')	image/jpeg	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/btn-left-divider.jpg	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/btn-left-divider.jpg	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:30	253/253	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/white-search-btn.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/white-search-btn.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:31	261/261	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/search-btn.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/search-btn.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:31	45404/45404	---M--	200	added ('OK')	font/ttf	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.ttf	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/fonts/glyphicons-halflings-regular.ttf	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/bootstrap.min.css)
14:18:31	239/239	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/search_popup_icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/search_popup_icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:33	1729/1729	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/manufacture-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/manufacture-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:33	939/939	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/cnc-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/cnc-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:34	2294/2294	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:20%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/chemical-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/chemical-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
14:18:34	3124/3124	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Jul%202018%2001:20:18%20GMT	http://www.themechampion.com/templates/indofact_html_landing_page/theme/images/energy-icon.png	D:/cs/indofact/www.themechampion.com/templates/indofact_html_landing_page/theme/images/energy-icon.png	(from http://www.themechampion.com/templates/indofact_html_landing_page/theme/css/style.css)
